Osmalıca_yazılış,Türkçe_yazılış
کورتاژ,kürtaj
کورومک,kürümek
کوسبه,küsbe
کوسکون,küskün
کوسکونلک,küskünlük
کوس‌کوتوک,küskütük
کوسمه,küsme
کوسمک,küsmek
کستاخ,küstah
کستاخلق,küstahlık
کوستره,küstere
کوسدیرمک,küstürmek
کسوف,küsuf
کسور,küsur
کشاد,325
کشاره,küşâde
کشایش,küşâyiş
کوت,küt
کوتاهیه,Kütahya
کوت(,426
کتله,kütle
کوتله‌مک,kütlemek
کتبخانه,kütübhâne
کوتوک‌,kütük
کوتورده‌مک,kütürdemek
کوتوردی,kütürdü
کوتور(,632
کءول,küûl
لا(موسیقیده),lâ (musikîde)
لعل,lâ'l
لعنت,lâ'net
لنتله‌مه‌,lâ'netleme
اعنتله‌مک,lâ'netlemek
لاعلی‌التعیین,lâalettâyin
لابوراتوار,labaratuar
لاجورد,lâciverd
لاجوردی,lâciverdî
لادن,lâden
لادس,lâdes
لادیق,Lâdik
لادینی,lâdînî
لاف,lâf
لافزن,lâfazan
لافزنلق,lâfazanlık
لفظ,lâfız
لفظا,lâfzan
لفظی,lâfzî
لاغر,lâgar
لغم,1070
لغمجی,lâğımcı
لغو,lâğv
لغو‌ایتمک,lâğvetmek
لاخانا,lâhana
لحد,lâhid
لاحق,lâhik
لاحقه,lâhika
لحم,lâhim
لحن,lâhin
لاهوت,lâhût
لحظه,lâhza
لاءیک,lâik
لعین,lâîn
لقب,lâkab
لاقیردی,lâkırdı
لاقیردی‌جی,lâkırdıcı
لاکن,lâkin
لقلقیات,lâklâkıyat
لاقساتیف,lâksatif
لال,lâl
لالا,lala
لالالق,lalalık
لاله,lâle
لاله‌زنجیری,lâlezinciri
لامبا,lâmba
لامبالی,lâmbalı
لامه,lâme
لامکان,lâmekân
لامع,lâmi
لامسه,lâmise
لانغیرلونغور,lângırlûngur
لانولین,lânolin
لاپه,lâpa
لاپه‌جی,lâpacı
لاپجین,lâpçın
لاب(,33
لاپسکی,Lâpseki
لارغو,lârgo
لارپاداق,lârpadak
لاستیک,lâstik
لاستیکلی,lâstikli
لاشه,lâşe (leş)
لاشقه,lâşka
لاطه(جبه),lâta (cübbe)
لطیف,lâtîf
لطیفه,lâtife
لطیفه‌جی,lâtifeci
لاتین,lâtin
لاتین چیچکی,lâtinçiçeği
لاتین یلکنی,lâtinyelkeni
لاابالی,lâübali
لاابالیلک,lâübalîlik
لاو,lâv
لاوابو,lâvabo
لاوانطه,lâvanta
لایموت,lâyemut
لایق,lâyık
لایحه,lâyiha
لایعد,lâyüad
لاز,Lâz
لازم,lâzım
لازمه,lâzime
لبیک,lebbeyk
لبلبی,leblebi
لبلبیجی,leblebici
لدن,ledün
لدنی,ledünnî
لدنیات,ledünniyât
لفا,leffen
لکن,leğen
له,Leh
لهجه,lehçe
لهیم,lehim
لهیمله‌مک,lehimlemek
لهیملنمک,lehimlenmek
لهیملتمک,lehimletmek
لهیملی,lehimli
لهستان,Lehistan
لهلی,Lehli
لءم,leîm
لکه‌,leke
لکه‌جی,lekeci
لکه‌له‌مک,lekelemek
لکه‌لنمک,lekelenmek
لکه‌لتمک,lekeletmek
لکه‌لی,lekeli
لکه‌سز,lekesiz
لکه‌سزلک,lekesizlik
لمعه,lem'a
لنفا,lenfa
لنفاوی,lenfavî
لنگر,lenger
لرزان,lerzân
لرزه,lerze
لش,leş
لطافت,letâfet
لوازم,levâzım
لوازمات,levâzımat
لوند,levend
لوندلک,levendlik
لوگر,levger
لوحه,levha
لوح‌محفوظ,levhimahfûz
لوم,levm
لوم‌ایتمک,levmetmek
لون,levn
لورک,levrek
لوث,levs
لیلاق,leylâk
لگلک,leylek
لگلک‌فورطنه‌سی,leylekfırtınası
لین,leyyin
لزیز,leziz
لذت,lezzet
لذتلندیرمک,lezzetlendirmek
لذتلنمک,lezzetlenmek
لذتلی,lezzetli
لذتسز,lezzetsiz
لذتسزلک,lezzetsizlik
لباس,libas
لیبره,libre
لیجه,Lice
لیده‌ر,lider
لیده‌رلک,liderlik
لیف,lif
لیفی,lifî
لیکیت,likit
لیکور,likör
لیمان,liman
لیمانلامق,limanlamak
لیمانلق,limanlık
لیمان‌اوطه‌سی,limanodası
لیمان‌رءیسی,limanreisi
لیمه,lime
لیمون,limon
لیموناطه,limonata
لیموناطه‌جی,limonatacı
لیمون‌آیواسی,limonayvası
لمونلی,limonlu
لمونلق,limonluk
لیمون توزی,limontuzu
لینک,link
لینوتیب,linotip
لینوتیپی,linotipi
لینیت,linyit
لیرا,lira
لیرالق,liralık
لسان,lisan
لسان‌آشنا,lisanaşınas
لسان‌حال,lisânıhâl
لسانی,lisâni
لسانس,lisans
لیسه,lise
ليتوغرافياجى,litografya
لیتوغراف,litoğraf
لیتوغرافی,litoğrafi
لیتوغرافیا,litoğrafya
لیتوغرافیاجی,litoğrafyacı
لیتره,litre
لیتره‌لک,litrelik
لو,livâ
لوالق,livâlık
لیاقت,liyâkat
لیاقتلی,liyâkatli
لیاقتسز,liyâkatsiz
لیاقتسزلک,liyâkatsizlik
لینت,liynet
لیزول,lizol
لوجه,loca
لودوس,lodos
لودوس‌پویراز,lodos poyraz
لودوسلامق,lodoslamak
لوغاریتمه,logaritme
لوقانطه‌,201
لوقنطه‌جی,lokantacı
لوقنطه‌جیلق,lokantacılık
لوق‌آوت,lokavt
دوقمه,lokma
لقمه‌جی,lokmacı
رقمان,Lokman
لقمان‌روحی,lokman rûhu
لوقوموتیف,lokomotif
لوقوم,182
لقومجی,lokumcu
لومبار‌,lombar
لونجه‌,lonca
لوپ(خاضر لوپ),lop (hazırlop)
لوپ(,38
لوپپاداق,loppadak
لوپور(,244
لورد,lord
لور پینیری,lorpeyniri
لوسیون,losyon
لوش,loş
لوشلق,loşluk
لخوصه,löğusa
لخوصه‌لق,löğusalık
لتفاً,lutfen
لطف,lutuf
لب,lüb
لبی,lübbî
لوفر,lüfer
لغت,lügat
لغوی,lügavî
لوکس,lüks
لوله,lüle
لوله‌بورغاز,Lüleburgaz
لولجی,lüleci
لوله‌جی‌چاموری,lüleciçamuru
لولەطاشی,lületaşı
لزوجت,lüzûcet
لزوم,lüzum
لزوملی,lüzumlu
لزومسز,lüzumsuz
لزومسزلق,lüzumsuzluk
معدلت,mâ'delet
معدود,mâ'dud
معدوم,mâ'dûm
معدمیت,mâ'dûmiyet
معكوس,ma'kûs
معلول,ma'lûl
معركه,ma'reke
معروف,ma'rüf
معشر,ma'şer
معیوب,ma'yûb
معزول,ma'zûl
معذور,mâ'zûr
معادن,maâdin
مع‌هذا,maahâzâ
مع‌الممنونیە,maalmemnûniye
مآلسز,maâlsiz (mealsiz)
مع‌مافیە,maamâfih
معارف,maârif
معاش,maaş
مع‌ذالك,maazâlik
معاذاللە,maazallah
مابعد,mâba'd
معبد,mâbed
مابینجی,mâbeyinci
مابین,mâbeyn
معبود,mâbûd
مجار,Macar
مجارستان,Macaristan
ماجرا,mâcera
ماجراپرست,mâcerâperest
مجون,mâcun
ماج,maç
ماچقه,Maçka
مادام,madam
مادان,96
ماده,madde
مادت,maddeten
مادی,maddi
مادیات,maddiyyat
مادیون,maddiyyûn
مادام,mâdem
مادمکه,mâdemki
معدن,mâden
معدنی,mâdenî
معدنیات,mâdeniyat
معدن‌کوموری,mâdenkömürü
معدن‌صویی,mâdensuyu
مادر,mâder
مادرانه,mâderâne
مادرزات,mâderzat
مادیک,madik
مادمازل,madmazel
مطراباز,madrabaz
مادون,mâdûn
مافوق,mâfevk
مافوق‌الطبیعه,mafevkattabia
مافیش,mâfiş
مفصل,mafsal
ماغ,mağ
مغاره,mağara
مغازه,mağaza
مغدور,mağdûr
مغفرت,mağfiret
مغفور,mağfur
مغلوب,mağlûb
مغموم,mağmûm
مغنزیوم,mağnezyum
مغرب,mağrib
مغربی,Mağribî
مغرور,mağrur
مغرورانه,mağrûrâne
مغرورلانمق,mağrurlanmak
مغشوش,mağşûş
محل,mahal
محلقاه,mâhalâkallah
محله,mahalle
محلی,mahallî
مهارت,mahâret
مهارتلی,mahâretli
مهارتسز,mahâretsiz
مهارتسزلک,mahâretsizlik
محبوب,mahbûb
محجوب,mahcûb
محجوبیت,mahcûbiyet
محجوز,mahcuz
محدود,mahdud
مخدوم,mahdum
محفطه,mahfaza
محفطه‌جی,mahfazacı
مخفظه‌لی,mahfazalı
مخفی,mahfi
مخفیجه,mahfice
مخفل,mahfil
محفوظ,mahfûz
محفوظا,mahfûzan
محفوظیت,mahfûzıyet
ماهر,mâhir
ماهرانه,mâhirâne
ماهرلک,mâhirlik
ماهیت,mâhiyet
محکمه,mahkeme
محکوک,mahkûk
محکوکات,mahkûkât
محکوم,mahkûm
مخلص,mahlâs
مخلوق,mahlûk
محلول,mahlûl
مخلوط,mahlût
محمودیه,Mahmûdiye
محمول,mahmûl
مخمور,mahmur
مخمورلق,mahmurluk
ماهموز,mahmuz
ماهموزلامق,mahmuzlamak
مخنوق,mahnuk
مخنوقا,mahnûkan
محبوس,mahpus
مخرج,mahrec
محرک,mahrek
محرم,mahrem
محرمانه,mahremâne
محرمیت,mahremiyet
محروق,mahrûk
محروقات,mahrûkaat
محروم,mahrûm
محرومیت,mahrûmiyet
مخروط,mahrût
محسوب,mahsub
محسوبا,mahsûben
محصول,mahsul
محصولدار,mahsuldâr
محصوللی,mahsullü
محصور,mahsur
مخصوص,mahsus
محشر,mahşer
معهود,mâhud
مخوف,mahuf
ماخور(موسیقیده),mâhur (musikîde)
محو,mahv
محوایدلمک,mahvedilmek
محویت,mahviyet
محواولمق,mahvolmak
ماهیا,mahya
محضا,mahzâ
مخزن,mahzen
محذوف,mahzûf
محزونانه,mahzûnâne
محزونیت,mahzûniyet
محزور,mahzûr
محظورات,mahzûrat
ماءی,mâî
ماءل,mâil
ماءلیت,mâiliyet
معیشت,maîşet
معیت,maiyet
مقاله,makaale
ماقبل,mâkabil
مقعر,makad
مقام,makam
مقر,makar
مقره,makara
ماقارنه,397
مقاص,makas
مقراض,makas (mıkraz)
مقاصدار,makasdar
ماقاط,makat
مقبره,makbere
مقبول,makbûl
مقبوض,makbuz
مقهور,makhûr
ماكینه,makine
مقرون,makrûn
مقصد,maksad
مقسم,maksim
مقصود,maksûd
مقسوم,maksûm
مقسوم‌علیه,maksûmaleyh
مقصور,maksûr
مقصوره,maksûre
مقطع,maktâ'
مقطوع,maktû'
مقتول,maktûl
معقول,mâkûl
مقوله,makûle
ماكیاژ,makyaj
مال,mal
مالا,mala
مالاق,malak
مالالامق,malalamak
مالامال,mâlâmâl
مالاریه,malârya
ملاطیه,Malatya
ملازكرد,Malazgirt
مالاً,mâlen
مالی,mâlî
مالخولیا,mâlihulyâ
مالک,mâlik
مالکانه,mâlikâne
مالکیت,mâlikiyet
مالیه,mâliye
ملقره,Malkara
مالطه,Malta
مالطیز,maltız
معلوم,mâlûm
معلومات,mâlûmât
معلومیت,mâlûmiyet
مالزمه,malzeme
ماما,mama
معمول,mâmûl
معمور,mâmûr
معموره,mâmûre
معموریت,mâmûriyet
منا,mânâ
مناستر,manastır
مناو,manav
مناوغات,Manavgat
منجیلیق,mancınık
ماندا,manda
ماندال,mandal
ماندالینا,mandalina
مانداللامق,mandallamak
مانداتر,mandater
ماندیرا,mandıra
ماندراکوپکی,mandıraköpeği
ماندولین,mandolin
معنا,mânen
مانند,mânend
معنوی,mânevî
معنویات,mâneviyat
مانورا,manevra
مانقه,manga
مانقال,mangal
مانقانز,manganez
مانغیر,mangır
مانع,mânî
مانی(تورکو),mânî (türkü)
مانعه,mânia
مانعه‌لی,mânialı
معنیدار,mânîdar
مانیفاتورا,manifatura
مانیفاتوراجی,manifaturacı
مانیفاتوره‌جیلق,manifaturacılık
مانیفستو,manifesto
مانیکور,manikür
مانیپولاسیون,manipülâsyon
مانیپولاتور,manipülâtör
مغنیسا,Manisa
مانیوله,manivelâ
مانقفا,mankafa
مانقفالق,mankafalık
مانکه‌ن,manken
منصب,mansıb
منصوب,mansûb
منصور,mansur
منطار,mantar
مانطارجی,mantarcı
مانطارجیلق,mantarcılık
مانطارلی,mantarlı
مانطار‌مشه‌سی,mantarmeşesi
مانطی,110
منطق,mantık
منطقی,mantıkî
مانتو,manto
مانیاق,manyak
مانیتیزمه,manyetizma
مانیه‌تیزور,manyetizör
مانیتو,manyeto
مانیه‌زییوم,manyezium
مانيه‌زیوم,manyezyüm
منظره,manzara
منظوم,manzûm
منظومه,manzûme
منظور,manzûr
ماروكن,maraken
مارانغوز,marangoz
مارانغوزلق,marangozluk
مرعش,Maraş
مرض,maraz
ماردین,Mardin
ماره‌شال,mareşal
ماره‌شاللق,mareşallik
مارغارین,margarin
معرفت,mârifet
مریض,marîz
مارقا,marka
مارقالامق,markalamak
مارقالی,markalı
مرمره,Marmara
مرمریس,Marmaris
مارمالاد,marmelât
مارپوچ,marpuç
ماربوپجی,marpuçcu
مارص,mars
مارصیق,marsık
مارشاندیز,marşandiz
مارت,mart
مارتاوال,martaval
مارتاوالجی,martavalcı
مارتی,martı
مارول,marul
مارولجق,marulcuk
مغروض,mârûz
مص,mas
ماصه,masa
ماساژ,masaj
مصال,161
مصارف,masârif
مصدر,masdar
ماسبق,mâsebak
ماسوا,mâsivâ
مسخره,maskara
مصغره‌لق,maskaralık
مصلحت,maslahat
ماصلحتگذار,maslahatgûzar
مصلحتکزارلق,maslahatgûzarlık
مصلحتلی,maslahatlı
مصلوب,maslûb
ماس‌ماوی,masmâvi
مصنوع,masnû
مصرف,masraf
مصرفلی,masraflı
مصروف,masrûf
معصوم,mâsum
معصو‌مانه,mâsûmâne
مه‌صومیت,mâsûmiyet
مصون,masûn
مصونیت,masûniyet
ماصورا,masura
ماشا,maşa
ماشالی,maşalı
معشری,mâşeri
ماشیا,mâşiyen
مشلح,maşlah
مشربه,maşraba
ماشراپه,maşrapa
معشوق,mâşuk
مات,mat
ماطه,mata
ماتاح,matah
مطره,matara
مطبه,matbaa
مطبوع,matbû
ماتم,mâtem
ماتملی,mâtemli
ماتمزده,mâtemzede
ماته‌یالیست,materyalist
ماته‌ریالیزم,materyalizm
مات‌ایتمک,matetmek
ماتینه,matine
ماتقاب,matkab
مطلع,matlâ
مطلب,matlâb
مطلوب,matlûb
ماتریس,matris
مطرود,matrûd
مطروح,matrûh
مطوه,matûh
ماورا,mâvera
ماوی,mâvi
ماویلك,mâvilik
ماویمسی,mâvimsi
ماویمترك,mâvimtrak
ماویش,maviş
ماونا,mavna
ماعونه,mavuna
مایه,maya
مایه‌لاندیرمق,mayalandırmak
مایه‌لانمق,mayalanmak
مایهلاتمق,mayalatmak
مایه‌لی,mayalı
مایه‌لق,mayalık
مایاسیل,mayasıl
مایاسیل‌اوتی,mayasılotu
مایه‌سز,mayasız
مایدانوس,maydanoz
مایخوش,mayhoş
مایخوشلق,mayhoşluk
مایس,mayıs
مایس(گوبره),mayıs (gübre)
مايس(گوبره‌),mayıs
مایس‌بوجگی,mayısböceği
مایع,mâyî
مایمون,maymun
مایمونجی,maymuncu
مایمونجق,maymuncuk
مایمون‌اشتهالی,maymuniştahlı
مایمون‌صورتلی,maymunsuratlı
مایو,mayo
مایونز,mayonez
مایونزلی,mayonezli
مازاق,mazak
مظنه,mazanna
مضرت,mazarrat
مضبطه,mazbata
مضبوط,mazbût
معذرت,mâzeret
مازغال,mazgal
مازغاللی,mazgallı
مظهر,mazhar
مازی,mazı
ماضی,mâzî
مازكرد,mazkirt
مظلوم,mazlûm
مضمضه,mazmaza
مضموم,mazmûm
مضمون,mazmûn
مظنون,maznûn
مظروف,mazrûf
مءجوح,Me'cuc
مءخذ,me'haz
مءخوذ,me'hûz
مءکولات,me'kûlât
مءلوف,me'lûf
مأنوس,me'nus
مأیوس,me'yûs
مءیوسیت,me'yûsiyet
مأذون,me'zun
مأذونیت,me'zûniyet
معادن,meâdin
مآل,meâl
مآلا,meâlen
معالی,meâlî
معانی,meânî
مبعوث,meb'us
مبعوثلق,meb'usluk
مبادی,mebâdî
مبانی,mebânî
مبدء,mebde
مبحث,mebhas
مبهوت,mebhût
مبلغ,meblâğ
مبنی,mebnî
مبسوط,mebsut
مبذول,mebzûl
مبذولیت,mebzûliyet
مجال,mecâl
مجالسز,mecâlsiz
مجالسزلک,mecâlsizlik
مجاز,mecaz
مجازی,mecâzî
مجبور,mecbur
مجلله,mecelle
مجهول,mechül
مجیدیه,mecîdiye
مجیداوزی,Mecidözü
مجلس,meclis
مجلوب,meclûb
مجمع,mecma
مجموع,mecmû
مجموعه,mecmua
مجموعا,mecmûan
مجنون,mecnun
مجرا,mecrâ
مجروح,mecrûh
مجوسی,mecûsî
مجوسیلک,mecûsîlik
مجذوب,meczûb
مدار,medar
مداح,meddah
مداحلق,meddahlık
مدوجزر,meddücezir
مدد,meded
مدنی,medenî
مدنیت,medeniyet
مدنیتسز,medeniyetsiz
مدفن,medfen
مدفون,medfun
مدخل,medhal
مدح‌ایتمک,medhetmek
مدح,medih
مدلول,medlûl
مدرسه,medrese
مه‌دیوم,medyum
مدیون,medyûn
مفعول,mef'ûl
مفعول‌به,mef'ûlübih
مفعول‌الیه,mef'ûlüileyh
مفاخر,mefâhir
مفخر,mefhar
مفخرت,mefharet
مفهوم,mefhum
مفکوره,mefkûre
مفلوج,meflûc
مفروش,mefrûş
مفسدت,mefsedet
مفتون,meftûn
مفتونیت,meftûniyet
مگر,meğer
مگرکی,meğerki
مهابت,mehâbet
محافل,mehâfil
محاکم,mehâkim
محاسن,mehâsin
مهجور,mehcur
مهجوریت,mehcûriyet
مهد,mehd
مهدی,mehdî
مهنک,mehenk
مهیب,mehîb
